Name,Symbol,CNMMN/CNMNC approved formula (unless marked in blue),IMA Status,Kretz (1998),Siivolam & Schmid (2007),Whitney & Evans (2010),Can. Min. (2019),Warr (2020),Symbol rule (1-4),Notes,new/adopted symbol,,blue formula taken from publlished literature,,
Ferriperbøeite-(La) ,Fpbø-La,(CaLa3)(Fe3+Al2Fe2+)[Si2O7][SiO4]3O(OH)2,A,,,,,,4,Pbø = perbøeite,new symbol,,,,
Ferriprehnite,Fprh,Ca2Fe3+(AlSi3)O10(OH)2,A,,,,,,4,Prh = prehnite,new symbol,,,,
Ferripyrophyllite,Fprl,Fe3+Si2O5(OH),A,,,,,Fprl,4,Prl = pyrophyllite, adopted symbol,,,,
Ferrirockbridgeite,Frck,(Fe3+0.67܆0.33)2(Fe3+)3(PO4)3(OH)4(H2O),A,,,,,,4,Rck = rockbridgeite,new symbol,,,,
Ferrisanidine ,Fsa,K(Fe3+Si3O8),A,,,,,,4,Sa = sanidine ,new symbol,,,,
Ferrisepiolite,Fsep,"(Fe3+,Fe2+,Mg)4[(Si,Fe3+)6O15](O,OH)2·6H2O",A,,,,,Fsep,4,Sep = sepiolite, adopted symbol,,,,
Ferrisicklerite,Fsik,"Li1-x(Fe3+,Mn2+)(PO4)",G,,,,Fsk,,4,Sik = sicklerite,new symbol,,,,
Ferristrunzite,Fstz,Fe3+Fe3+2(PO4)2(OH)3·5H2O,A,,,,,,4,Stz = strunzite,new symbol,,,,
Ferrisurite,Fsur,Pb2.4Fe3+2Si4O10(CO3)1.7(OH)3·nH2O,A,,,,,,4,Sur = Surite,new symbol,,,,
Ferrisymplesite,Fsym,Fe3+3(AsO4)2(OH)3·5H2O,Q,,,,,,4,Sym = symplesite,new symbol,,,,
Ferrivauxite,Fvx,Fe3+Al2(PO4)2(OH)3·5H2O,A,,,,,,4,Vx = vauxite,new symbol,,,,
Ferri-winchite,Fwnc,܆(NaCa)(Mg4Fe3+)Si8O22(OH)2,Rd,,,Fwn,,,4,Wnc = winchite,new symbol,,,,
Ferro-actinolite,Fact,܆Ca2(Mg2.5-0.0Fe2+2.5-5.0)Si8O22(OH)2,Rd,Fac,Fe2-Act,Fac,Fac,,4,Act = actinolite,new symbol,,,,
Ferroalluaudite,Fald,NaFe2+Fe3+2(PO4)3,Rn,,,,Fal,,4,Ald = alluaudite, adopted symbol,,,,
Ferroaluminoceladonite,Facel,KFe2+AlSi4O10(OH)2,Rn,,,,,Facel,4,Cel = celadonite, adopted symbol,,,,
Ferro-anthophyllite,Fath,܆Fe2+2Fe2+5Si8O22(OH)2,Rd,,,Fath,,,4,Ath = anthophyllite, adopted symbol,,,,
Ferrobobfergusonite,Fbfg,Na2Fe2+5Fe3+Al(PO4)6,A,,,,,,3,Bfg = Bobfergusonite,new symbol,,,,
Ferrobustamite,Fbst,CaFe2+Si2O6,G,,,,,,4,Bst = bustamite,new symbol,,,,
Ferrocarpholite,Fcar,Fe2+Al2Si2O6(OH)4,G,,,Fcar,,,4,Car = carpholite, adopted symbol,,,,
Ferroceladonite,Fcel,KFe2+Fe3+Si4O10(OH)2,A,,,Fcel,,Fcel,4,Cel = celadonite, adopted symbol,,,,
Ferrochiavennite,Fcve,"Ca1-2Fe[(Si,Al,Be)5Be2O13(OH)2]·2H2O",A,,,,,,4,Cve = chiavennite,new symbol,,,,
Ferro-edenite,Fed,NaCa2Fe2+5(Si7Al)O22(OH)2,Rd,Fed,Fe2-Ed,Fed,Fed,,2,, adopted symbol,,,,
Ferroefremovite,Fefr,(NH4)2Fe2+2(SO4)3,A,,,,,,4,Efr = fremovite,new symbol,,,,
Ferroericssonite,Fers,BaFe2+2Fe3+(Si2O7)O(OH),A,,,,,,4,Ers = ericssonite,new symbol,,,,
Ferro-ferri-fluoro-leakeite,Fffllk,NaNa2(Fe2+2Fe3+2Li)Si8O22F2,Rd,,,,,,3,,new symbol,,,,
Ferro-ferri-hornblende,Ffhbl,܆Ca2(Fe2+4Fe3+)(Si7Al)O22(OH)2,A,,,,,,4,Hbl = hornblende,new symbol,,,,
Ferro-ferri-katophorite,Ffktp,Na(NaCa)(Fe2+4Fe3+)(Si7Al)O22(OH)2,A,,,,,,4,Ktp = katophorite,new symbol,,,,
Ferro-ferri-nybøite,Ffnyb,NaNa2(Fe2+3Fe3+2)(Si7Al)O22(OH)2,A,,,Fny,,,4,Nyb = nybøite,new symbol,,,,
Ferro-ferri-obertiite,Ffob,NaNa2(Fe2+3Fe3+Ti)Si8O22O2,Rd,,,,,,2,,new symbol,,,,
Ferro-ferri-pedrizite,Ffpd,NaLi2(Fe2+2Fe3+2Li)Si8O22(OH)2,Rd,,,,,,2,,new symbol,,,,
Ferro-fluoro-edenite,Ffed,NaCa2Fe2+5(Si7AlO22)F2,A,,,,,,4,Ed =edenite,new symbol,,,,
Ferro-fluoro-pedrizite,Fflpd,NaLi2(Fe2+2Al2Li)Si8O22F2,Rd,,,,,,2,,new symbol,,,,
Ferro-gedrite,Fged,܆Fe2+2(Fe2+3Al2)(Si6Al2)O22(OH)2,Rd,,,Fgd,,,4,Ged = gedrite,new symbol,,,,
Ferro-glaucophane,Fgln,܆Na2(Fe2+3Al2)Si8O22(OH)2,Rd,,,Fgl,,,4,Gln = glaucophane,new symbol,,,,
Ferrohexahydrite,Fhhy,Fe2+(SO4)·6H2O,A,,,,,,2,Hhy = hexahydrite,new symbol,,,,
Ferrohögbomite-2N2S,Fhög-2N2S,"(Fe,Mg,Zn,Al)3(Al,Ti,Fe)8O15(OH)",A,,,,,,4,Hög = högbomite,new symbol,,,,
Ferro-holmquistite,Fhlm,܆Li2(Fe2+3Al2)Si8O22(OH)2,Rd,,,,,,4,Hlm = holmquistite,new symbol,,,,
Ferro-hornblende,Fhbl,܆Ca2(Fe2+4Al)(Si7Al)O22(OH)2,Rd,,Fe2-Hbl,,Fhb,,4,Hbl = hornblende,new symbol,,,,
Ferroindialite,Find,"(Fe2+,Mg)2Al4Si5O18",A,,,,,,4,Ind = indialite,new symbol,,,,
Ferro-katophorite,Foktp,Na(NaCa)(Fe2+4Al)(Si7Al)O22(OH)2,Rd,,,,,,4,Ktp = katophorite,new symbol,,,,
Ferrokentbrooksite,Fktb,"Na15Ca6Fe2+3Zr3Nb(Si25O73)(O,OH,H2O)3(F,Cl)2",A,,,,,,4,Ktb = kentbrooksite,new symbol,,,,
Ferrokësterite,Fkës,Cu2FeSnS4,Rn,,,,Fks,,4,Kst = kësterite,new symbol,,,,
Ferrokinoshitalite,Fkns,BaFe2+3(Si2Al2)O10(OH)2,A,,,,,Fkns,4,Kns = kinoshitalite, adopted symbol,,,,
Ferrolaueite,Flae,Fe2+Fe3+2(PO4)2(OH)2·8H2O,A,,,,,,4,Lae = laueite,new symbol,,,,
Ferromerrillite,Fmer,Ca9NaFe2+(PO4)7,A,,,,,,4,Mer = merrillite,new symbol,,,,
Ferronickelplatinum,Fnpt,Pt2FeNi,A,,,,,,4,Pt = platinum,new symbol,,,,
Ferronigerite-2N1S,Fng-2N1S,"(Al,Fe,Zn)2(Al,Sn)6O11(OH)",Rn,,,,,,3,,new symbol,,,,
Ferronigerite-6N6S,Fng-6N6S,"(Al,Fe,Zn)3(Al,Sn,Fe)8O15(OH)",Rn,,,,,,2,,new symbol,,,,
Ferronordite-(Ce),Fnor-Ce,Na3SrCeFe2+Si6O17,A,,,,,,4,Nor = nordite,new symbol,,,,
Ferronordite-(La),Fnor-La,Na3SrLaFe2+Si6O17,A,,,,,,4,Nor = nordite,new symbol,,,,
Ferro-papikeite,Fpa,NaFe2+2(Fe2+3Al2)(Si5Al3)O22(OH)2,A,,,,,,2,,new symbol,,,,
Ferro-pargasite,Fprg,NaCa2(Fe2+4Al)(Si6Al2)O22(OH)2,Rd,,,Fprg,,,4,Prg = pargasite, adopted symbol,,,,
Ferro-pedrizite,Fopd,NaLi2(Fe2+2Al2Li)Si8O22(OH)2,A,,,,,,2,,new symbol,,,,
Ferrorhodonite ,Frdn,CaMn3Fe(Si5O15),A,,,,,,4,Rdn = rhodonite ,new symbol,,,,
Ferro-richterite,Frct,Na(NaCa)Fe2+5Si8O22(OH)2,Rd,,,Frct,,,4,Rct = richterite, adopted symbol,,,,
Ferrorockbridgeite,Forck,"(Fe2+,Mn2+)2Fe3+3(PO4)3(OH)4(H2O)",A,,,,,,4,Rck = rockbridgeite,new symbol,,,,
Ferrorosemaryite,Frmy,܆NaFe2+Fe3+Al(PO4)3,A,,,,,,4,Rmy = rosemaryite,new symbol,,,,
Ferrosaponite,Fsap,"Ca0.3(Fe2+,Mg,Fe3+)3(Si,Al)4O10(OH)2·4H2O",A,,,,,Fsap,4,Sap = saponite, adopted symbol,,,,
Ferroselite,Fse,FeSe2,G,,,,,,3,,new symbol,,,,
Ferrosilite,Fs,Fe2+2Si2O6,Rn,Fs,Fs,Fs,Fsl,,3,, adopted symbol,,,,
Ferroskutterudite,Fskt,FeAs3,A,,,,,,4,Skt = skutterudite,new symbol,,,,
Ferrostalderite,Fstd,CuFe2TlAs2S6,A,,,,,,4,Std = stalderite,new symbol,,,,
Ferrostrunzite,Fostz,Fe2+Fe3+2(PO4)2(OH)2·6H2O,A,,,,,,4,Stz = strunzite,new symbol,,,,
Ferrotaaffeite-2N'2S,Ftf-2N'2S,"(Fe2+,Mg,Zn)3Al8BeO16",A,,,,,,2,,new symbol,,,,
Ferrotaaffeite-6N'3S,Ftf-6N'3S,BeFe2+2Al6O12,Rn,,,,,,2,,new symbol,,,,
Ferro-taramite,Ftrm,Na(NaCa)(Fe2+3Al2)(Si6Al2)O22(OH)2,Rd,,,,,,4,Trm = taramite,new symbol,,,,
Ferrotitanowodginite,Ftwdg,Fe2+TiTa2O8,A,,,,Ftw,,4,Wdg = wodginite,new symbol,,,,
Ferrotochilinite,Ftch,[FeS]·≈0.85[Fe2+(OH)2],A,,,,,,4,Tch = tochilinite,new symbol,,,,
Ferro-tschermakite,Fts,܆Ca2(Fe2+3Al2)(Si6Al2)O22(OH)2,A,Fts,Fe2-Ts,Fts,Fts,,2,, adopted symbol,,,,
Ferrotychite,Ftyc,Na6Fe2+2(CO3)4(SO4),A,,,,,,4,Tyc = tychite,new symbol,,,,
Ferrovalleriite,Fval,"2[(Fe,Cu)S]·1.53[(Fe,Al,Mg)(OH)2]",A,,,,,,4,Val = valleriite,new symbol,,,,
Ferrovorontsovite,Fvor,(Fe5Cu)TlAs4S12,A,,,,,,4,Vor = vorontsovite,new symbol,,,,
Ferrowodginite,Fwdg,Fe2+Sn4+Ta2O8,A,,,,Fwg,,4,Wdg = wodginite,new symbol,,,,
Ferrowyllieite,Fwyl,"(Na,Ca,Mn2+)2Fe2+2Al(PO4)3",A,,,,,,4,Wly = wyllieite,new symbol,,,,
Ferruccite,Fru,NaBF4,G,,,,,,2,,new symbol,,,,
Fersmanite,Fsn,"Ca4(Na,Ca)4(Ti,Nb)4(Si2O7)2O8F3",G,,,,,,2,,new symbol,,,,
Fersmite,Fsm,"(Ca,Ce,Na)(Nb,Ta,Ti)2(O,OH,F)6",G,,,,,,2,,new symbol,,,,
Feruvite,Fuvt,CaFe2+3(Al5Mg)(Si6O18)(BO3)3(OH)3(OH),A,,,,Fer,,4,Uvt = uvite,new symbol,,,,
Fervanite,Fvn,Fe3+4V5+4O16·5H2O,G,,,,,,3,,new symbol,,,,
Fetiasite,Fet,"(Fe2+,Fe3+,Ti4+)3O2As3+2O5",A,,,,,,1,,new symbol,,,,
Fettelite,Ftt,[Ag6As2S7][Ag10HgAs2S8],A,,,,,,2,,new symbol,,,,
Feynmanite ,Fey,Na(UO2)(SO4)(OH)·3.5H2O,A,,,,,,1,,new symbol,,,,
Fianelite,Fnl,Mn2+2V2O7·2H2O,A,,,,Fnl,,3,, adopted symbol,,,,
Fibroferrite,Ffr,Fe3+(SO4)(OH)·5H2O,G,,,,,,3,,new symbol,,,,
Fichtelite,Fic,C19H34,G,,,,,,1,,new symbol,,,,
Fiedlerite,Fie,Pb3Cl4F(OH)·H2O,Rd,,,,,,1,,new symbol,,,,
Fiemmeite,Fmm,Cu2(C2O4)(OH)2·2H2O,A,,,,,,2,,new symbol,,,,
Filatovite,Ftv,"K(Al,Zn)2(As,Si)2O8",A,,,,,,3,,new symbol,,,,
Filipstadite,Fps,(Fe3+0.5Sb5+0.5)Mn2+2O4,Rd,,,,,,2,,new symbol,,,,
Fillowite,Fil,Na3CaMn2+11(PO4)9,Rd,,,,,,1,,new symbol,,,,
Finchite,Fin,Sr(UO2)2(V2O8)·5H2O,A,,,,,,1,,new symbol,,,,
Fingerite,Fgr,Cu11O2(VO4)6,A,,,,,,3,,new symbol,,,,
Finnemanite,Fnn,Pb5(As3+O3)3Cl,G,,,,,,2,,new symbol,,,,
Fischesserite,Fis,Ag3AuSe2,A,,,,Fis,,3,, adopted symbol,,,,
Fivegite,Fiv,K4Ca2[AlSi7O17(O2-x(OH)x)][(H2O)2-x(OH)x]Cl        (x = 0-2),A,,,,,,1,,new symbol,,,,
Fizélyite,Fiz,Ag5Pb14Sb21S48,G,,,,Fiz,,3,, adopted symbol,,,,
Flagstaffite,Fsf,C10H22O3,G,,,,,,3,,new symbol,,,,
Flamite,Fmt,"Ca8-x(Na,K)x(SiO4)4-x(PO4)x",A,,,,,,3,,new symbol,,,,
Fleetite,Fle,Cu2RhIrSb2,A,,,,,,1,,new symbol,,,,
Fleischerite,Fsh,Pb3Ge(SO4)2(OH)6·3H2O,A,,,,Flc,,2,,new symbol,,,,
Fleisstalite,Fss,Fe2+(SO3)·3H2O,A,,,,,,2,,new symbol,,,,
Fletcherite,Ftc,CuNi2S4,A,,,,,,2,,new symbol,,,,
Flinkite,Fln,Mn2+2Mn3+(AsO4)(OH)4,G,,,,,,2,,new symbol,,,,
Flinteite,Fnt,K2ZnCl4,A,,,,,,2,,new symbol,,,,
Florencite-(Ce),Flo-Ce,CeAl3(PO4)2(OH)6,Rn,,,,,,1,,new symbol,,,,
Florencite-(La),Flo-La,LaAl3(PO4)2(OH)6,Rn,,,,,,1,,new symbol,,,,
Florencite-(Nd),Flo-Nd,NdAl3(PO4)2(OH)6,A,,,,,,1,,new symbol,,,,
Florencite-(Sm),Flo-Sm,SmAl3(PO4)2(OH)6,A,,,,,,1,,new symbol,,,,
Florenskyite,Fsk,FeTiP,A,,,,,,2,,new symbol,,,,
Florensovite,Frs,Cu(Cr1.5Sb0.5)S4,A,,,,,,3,,new symbol,,,,
Flörkeite,Flö,(K3Ca2Na)[Al8Si8O32]·12H2O,A,,,,,,1,,new symbol,,,,
Fluckite,Fck,CaMn2+(AsO3OH)2·2H2O,A,,,,,,2,,new symbol,,,,
Fluellite,Fll,Al2(PO4)F2(OH)·7H2O,G,,,,,,2,,new symbol,,,,
Fluoborite,Fbo,Mg3(BO3)F3,G,,,,,,2,,new symbol,,,,
Fluocerite-(Ce),Fcrt-Ce,CeF3,A,,,,,,4,Crt = cerite,new symbol,,,,
Fluocerite-(La),Fcrt-La,LaF3,Rn,,,,,,4,Crt = cerite,new symbol,,,,
Fluorannite,Fann,KFe2+3(Si3Al)O10F2,A,,,,,,4,Ann = annite,new symbol,,,,
Fluorapatite,Fap,Ca5(PO4)3F,Rn,,,,Fap,,4,Ap = apatite, adopted symbol,,,,
Fluorapophyllite-(Cs),Fapo-Cs,CsCa4(Si8O20)F(H2O)8,A,,,,Fapo,,4,Apo = apophyllite, adopted symbol,,,,
Fluorapophyllite-(K),Fapo-K,KCa4Si8O20F·8H2O,Rn,,,,Fapo,,4,Apo = apophyllite, adopted symbol,,,,
Fluorapophyllite-(Na),Fapo-Na,NaCa4Si8O20F·8H2O,Rn,,,,Fapo,,4,Apo = apophyllite, adopted symbol,,,,
Fluorapophyllite-(NH4) ,Fapo-NH4,(NH4)Ca4(Si8O20)F∙8H2O,A,,,,Fapo,,4,Apo = apophyllite, adopted symbol,,,,
Fluorarrojadite-(BaFe),Fajd-BaFe,Na2CaBaFe2+Fe2+13Al(PO4)11(PO3OH)F2,A,,,,,,4,Ajd = arrojadite,new symbol,,,,
Fluorarrojadite-(BaNa),Fajd-BaNa,BaNa4CaFe13Al(PO4)11(PO3OH)F2,A,,,,,,4,Ajd = arrojadite,new symbol,,,,
Fluorbarytolamprophyllite ,Fblmp,"(Ba,Sr,K)2[(Na,Fe2+)3TiF2][Ti2(Si2O7)2O2]",A,,,,,,4,Lmp = lamprophyllite,new symbol,,,,
Fluorbritholite-(Ce),Fbri-Ce,"(Ce,Ca)5(SiO4)3F",A,,,,,,4,Bri = britholite,new symbol,,,,
Fluorbritholite-(Y),Fbri-Y,"(Y,Ca)5(SiO4)3F",A,,,,,,4,Bri = britholite,new symbol,,,,
Fluor-buergerite,Fbu,NaFe3+3Al6(Si6O18)(BO3)3O3F,Rd,,,,,,2,,new symbol,,,,
Fluorcalciobritholite,Fcbri,"(Ca,REE)5(SiO4,PO4)3F",A,,,,,,4,Bri = britholite,new symbol,,,,
Fluorcalciomicrolite,Fcmic,"(Ca,Na,܆)2Ta2O6F",A,,,,,,4,Mic = microlite,new symbol,,,,
Fluorcalciopyrochlore,Fcpcl,"(Ca,Na)2(Nb,Ti)2O6F",A,,,,,,4,Pcl = pyrochlore,new symbol,,,,
Fluorcalcioroméite,Fcrm,"(Ca,Na)2Sb5+2O6F",A,,,,,,3,,new symbol,,,,
Fluorcanasite,Fcns,K3Na3Ca5Si12O30F4·H2O,A,,,,,,4,Cns = canasite,new symbol,,,,
Fluorcaphite,Fcp,SrCaCa3(PO4)3F,A,,,,,,3,,new symbol,,,,
Fluorcarletonite ,Fcto,KNa4Ca4Si8O18(CO3)4F·H2O,A,,,,,,4,Cto = carletonite ,new symbol,,,,
Fluorcarmoite-(BaNa) ,Fcm-BaNa,Ba܆Na2Na2܆CaMg13Al(PO4)11(PO3OH)F2,A,,,,,,3,,new symbol,,,,
Fluorchegemite,Fcgm,Ca7(SiO4)3F2,A,,,,,,4,Cgm = chegemite,new symbol,,,,
Fluor-dravite,Fdrv,NaMg3Al6(Si6O18)(BO3)3(OH)3F,A,,,,,,4,Drv = dravite,new symbol,,,,
Fluor-elbaite,Felb,Na(Li1.5Al1.5)Al6(Si6O18)(BO3)3(OH)3F,A,,,,,,4,Elb = elbaite,new symbol,,,,
Fluorellestadite,Fel,Ca5(SiO4)1.5(SO4)1.5F,Rd,,,,Fel,,2,, adopted symbol,,,,
Fluorite,Flr,CaF2,G,Fl,Fl,Fl,Fl,,2,Fl = Flerovium,new symbol,,,,
Fluorkyuygenite,Fky,Ca12Al14O32[(H2O)4F2],A,,,,,,2,,new symbol,,,,
Fluorlamprophyllite,Flmp,(SrNa)Ti2Na3Ti(Si2O7)2O2F2,Rd,,,,,,4,Lmp = lamprophyllite,new symbol,,,,
Fluor-liddicoatite,Fld,Ca(Li2Al)Al6(Si6O18)(BO3)3(OH)3F,Rd,,,,,,3,,new symbol,,,,
Fluorluanshiweiite ,Flw,KLiAl1.5܆0.5(Si3.5Al0.5)O10F2,A,,,,,,2,,new symbol,,,,
Fluormayenite,Fmy,Ca12Al14O32[܆4F2],A,,,,,,2,,new symbol,,,,
Fluornatrocoulsellite,Fnc,(Na1.5Ca0.5)(Mg1.5Al0.5)F6F,Rn,,,,,,3,,new symbol,,,,
Fluornatromicrolite,Fnmic,(Na1.5Bi0.5)Ta2O6F,A,,,,,,4,Mic = microlite,new symbol,,,,
Fluornatropyrochlore,Fnpcl,"(Na,Pb,Ca,REE,U)2Nb2O6F",A,,,,,,4,Pcl = pyrochlore,new symbol,,,,
Fluoro-cannilloite,Fca,CaCa2(Mg4Al)(Si5Al3)O22F2,Rd,,,,,,2,,new symbol,,,,
Fluorocronite,Flc,PbF2,A,,,,,,2,,new symbol,,,,
Fluoro-edenite,Fled,NaCa2Mg5(Si7Al)O22F2,Rd,,,,Fed,,4,Fed = Ferro-edenite,new symbol,,,,
Fluorokinoshitalite,Flkns,BaMg3Al2Si2O10F2,A,,,,,,4,Kns = kinoshitalite,new symbol,,,,
Fluoro-leakeite,Fllk,NaNa2(Mg2Al2Li)Si8O22F2,Rd,,,,,,2,,new symbol,,,,
Fluoro-nybøite,Fnyb,NaNa2(Mg3Al2)(Si7Al)O22F2,Rd,,,,,,4,Nyb = nybøite,new symbol,,,,
Fluoro-pargasite,Flprg,NaCa2(Mg4Al)(Si6Al2)O22F2,Rd,,,,,,4,Prg = pargasite,new symbol,,,,
Fluoro-pedrizite,Flpd,NaLi2(Mg2Al2Li)Si8O22F2,Rd,,,,,,2,,new symbol,,,,
Fluorophlogopite,Fphl,KMg3(Si3Al)O10F2,A,,,,,,4,Phl = phlogopite,new symbol,,,,
Fluoro-richterite,Flrct,Na(NaCa)Mg5Si8O22F2,Rd,,,,,,4,Rct = richterite,new symbol,,,,
Fluoro-riebeckite,Frbk,܆Na2(Fe2+3Fe3+2)Si8O22F2,Rd,,,,,,4,Rbk = riebeckite,new symbol,,,,
Fluoro-taramite,Fltrm,Na(NaCa)(Mg3Al2)(Si6Al2)O22F2,Rd,,,,,,4,trm = taramite,new symbol,,,,
Fluorotetraferriphlogopite,Ftfphl,KMg3Fe3+Si3O10F2,A,,,,,,4,Phl = phlogopite,new symbol,,,,
Fluoro-tremolite ,Ftr,܆Ca2Mg5Si8O22F2,A,,,,,,4,Tr = tremolite ,new symbol,,,,
Fluorowardite,Fwd,NaAl3(PO4)2(OH)2F2·2H2O,A,,,,,,4,Wd = wardite,new symbol,,,,
Fluorphosphohedyphane,Fphdy,Ca2Pb3(PO4)3F,Rn,,,,,,4,Hdy = hedyphane,new symbol,,,,
Fluor-schorl,Fsrl,NaFe2+3Al6(Si6O18)(BO3)3(OH)3F,A,,,,,,4,Srl = schorl,new symbol,,,,
Fluorstrophite,Fstr,SrCaSr3(PO4)3F,Rn,,,,,,2,,new symbol,,,,
Fluor-tsilaisite,Ftl,NaMn2+3Al6(Si6O18)(BO3)3(OH)3F,A,,,,,,3,,new symbol,,,,
Fluor-uvite,Fluvt,CaMg3(Al5Mg)(Si6O18)(BO3)3(OH)3F,Rd,,,,,,4,Uvt = uvite,new symbol,,,,
Fluorvesuvianite,Fves,"Ca19(Al,Mg)13(SiO4)10(Si2O7)4O(F,OH)9",A,,,,,,4,Ves = vesuvianite ,new symbol,,,,
Fluorwavellite,Fwav,Al3(PO4)2(OH)2F·5H2O,A,,,,,,4,Wav = wavellite,new symbol,,,,
Flurlite,Flu,ZnZn3Fe3+(PO4)3(OH)2(H2O)7∙2H2O,Rd,,,,,,1,,new symbol,,,,
Foggite,Fgg,CaAl(PO4)(OH)2·H2O,A,,,,,,2,,new symbol,,,,
Fogoite-(Y),Fog-Y,Na3Ca2Y2Ti(Si2O7)2OF3,Rd,,,,,,1,,new symbol,,,,
Foitite,Foi,܆(Fe2+2Al)Al6(Si6O18)(BO3)3(OH)3(OH),A,,,,Foi,,1,, adopted symbol,,,,
Folvikite,Fvk,"Sb5+Mn3+(Mg,Mn2+)10O8(BO3)4",A,,,,,,3,,new symbol,,,,
Fontanite,Ftn,Ca(UO2)3(CO3)2O2·6H2O,A,,,,,,3,,new symbol,,,,
Fontarnauite,Fon,"(Na,K)2(Sr,Ca)(SO4)[B5O8(OH)](H2O)2",A,,,,,,1,,new symbol,,,,
Foordite,Foo,Sn2+Nb2O6,A,,,,,,1,,new symbol,,,,
Footemineite,Ftm,Ca2Mn2+5Be4(PO4)6(OH)4·6H2O,A,,,,,,3,,new symbol,,,,
Forêtite,Frê,"Cu2Al2(AsO4)(OH,O,H2O)6",A,,,,,,2,,new symbol,,,,
Formanite-(Y),Frm-Y,YTaO4,Rn,,,,,,2,,new symbol,,,,
Formicaite,Fmc,Ca(CHOO)2,A,,,,,,3,,new symbol,,,,
Fornacite,For,CuPb2(CrO4)(AsO4)(OH),G,,,,,,1,,new symbol,,,,
Forsterite,Fo,Mg2(SiO4),G,Fo,Fo,Fo,Fo,,1,, adopted symbol,,,,
Foshagite,Fos,Ca4(SiO3)3(OH)2,G,, ,Fos,Fos,Fos,1,, adopted symbol,,,,
Fougèrite,Fgè,Fe2+4Fe3+2(OH)12(CO3)·3H2O,Rd,,,,,,2,,new symbol,,,,
Fourmarierite,Fmr,Pb1-xO3-2x(UO2)4(OH)4+2x·4H2O,G,,,,,,3,,new symbol,,,,
Fowlerite,Fwl,"(Mn,Zn)SiO3",Q,,,,,,2,,new symbol,,,,
Fraipontite,Fpt,"(Zn,Al)3(Si,Al)2O5(OH)4",G,,,,,Fpt,3,, adopted symbol,,,,
Francevillite,Fvl,Ba(UO2)2(VO4)2·5H2O,Rn,,,,,,3,,new symbol,,,,
Franciscanite,Fcc,Mn2+6(V5+܆)(SiO4)2O3(OH)3,A,,,,,,3,,new symbol,,,,
Francisite,Fcs,Cu3Bi(Se4+O3)2O2Cl,A,,,,,,3,,new symbol,,,,
Franckeite,Fke,Pb21.7Sn9.3Fe4.0Sb8.1S56.9,G,,,,Fr,,2,Fr =  francium,new symbol,,,,
Francoanellite,Fan,K3Al5(PO3OH)6(PO4)2·12H2O,A,,,,,,2,,new symbol,,,,
Françoisite-(Ce),Frç-Ce,Ce(UO2)3O(OH)(PO4)2·6H2O,A,,,,,,2,,new symbol,,,,
Françoisite-(Nd),Frç-Nd,Nd(UO2)3O(OH)(PO4)2·6H2O,A,,,,,,2,,new symbol,,,,
Franconite,Fra,NaNb2O5(OH)·3H2O,A,,,,,,1,,new symbol,,,,
Frankamenite,Fkm,"K3Na3Ca5Si12O30(F,OH)4·H2O",A,,,,,,3,,new symbol,,,,
Frankdicksonite,Fds,BaF2,A,,,,,,3,,new symbol,,,,
Frankhawthorneite,Fht,Cu2Te6+O4(OH)2,A,,,,,,3,,new symbol,,,,
Franklinfurnaceite,Fkf,Ca2Mn2+3Mn3+Fe3+Zn2Si2O10(OH)8,A,,,,,Fkf,3,, adopted symbol,,,,
Franklinite,Frk,ZnFe3+2O4,G,,,Frk,Fnk,,2,, adopted symbol,,,,
Franklinphilite,Fkp,"(K,Na)4(Mn2+,Mg,Zn)48(Si,Al)72(O,OH)216·6H2O",A,,,,,Fkp,3,, adopted symbol,,,,
Fransoletite,Fsl,Ca3Be2(PO4)2(PO3OH)2·4H2O,A,,,,,,3,,new symbol,,,,
Franzinite,Frz,"(Na,K)30Ca10(Si30Al30)O120(SO4)10·2H2O",A,,,,,,2,,new symbol,,,,
Freboldite,Fbd,CoSe,G,,,,,,3,,new symbol,,,,
Fredrikssonite,Fdk,Mg2Mn3+O2(BO3),A,,,,,,3,,new symbol,,,,
Freedite,Fre,Cu1+Pb8(As3+O3)2O3Cl5,A,,,,,,1,,new symbol,,,,
Freibergite,Fb,Ag6[Cu4Fe2]Sb4S12,GROUP,,,,Fbg,,3,,new symbol,,,,
Freieslebenite,Flb,AgPbSbS3,G,,,,,,3,,new symbol,,,,
Freitalite,Fta,C14H10,A,,,,,,2,,new symbol,,,,
Fresnoite,Fno,Ba2TiO(Si2O7),A,,,,,,2,,new symbol,,,,
Freudenbergite,Fdb,Na(Ti4+3Fe3+)O8,A,,,,,,3,,new symbol,,,,
Friedelite,Fdl,Mn2+8Si6O15(OH)10,G,,,,,Fdl,3,, adopted symbol,,,,
Friedrichbeckeite,Fri,K(܆Na)Mg2(Be2Mg)Si12O30,A,,,,Fri,,1,, adopted symbol,,,,
Friedrichite,Frd,Cu5Pb5Bi7S18,A,,,,Frd,,2,, adopted symbol,,,,
Fritzscheite,Fzs,"Mn2+(UO2)2(VO4,PO4)2·4H2O",G,,,,,,2,,new symbol,,,,
Frohbergite,Frb,FeTe2,G,,,,Frb,,2,, adopted symbol,,,,
Frolovite,Flv,Ca[B(OH)4]2,G,,,,,,3,,new symbol,,,,
